Charity,Food Moved KG,Year,eatwellcatagory_name,member_id
Huddersfield Mission Cafe,1683.3,2024,Fruit and vegetables,959
Huddersfield Mission Cafe,288.3,2024,Not Applicable,959
Huddersfield Mission Cafe,886,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",959
Huddersfield Mission Cafe (YSH),286.5,2024,"Beans, pulses, fish, eggs, meat and other proteins",9707
Huddersfield Mission Cafe (YSH),125.9,2024,Eat less often and in small amounts,9707
Huddersfield Mission Cafe (YSH),228.7,2024,Fruit and vegetables,9707
Huddersfield Mission Cafe (YSH),3,2024,Not Applicable,9707
Huddersfield Mission Cafe (YSH),85.6,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9707
Hunslet Club HH,33.3,2024,"Beans, pulses, fish, eggs, meat and other proteins",3362
Hunslet Club HH,70.5,2024,Dairy and alternatives,3362
Hunslet Club HH,103.6,2024,Eat less often and in small amounts,3362
Hunslet Club HH,135,2024,Fruit and vegetables,3362
Hunslet Club HH,212.3,2024,Not Applicable,3362
Hunslet Club HH,163,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",3362
InterACT Church and Community Partnership (YSH),159.1,2024,"Beans, pulses, fish, eggs, meat and other proteins",9694
InterACT Church and Community Partnership (YSH),118.3,2024,Eat less often and in small amounts,9694
InterACT Church and Community Partnership (YSH),476.2,2024,Fruit and vegetables,9694
InterACT Church and Community Partnership (YSH),26.8,2024,Not Applicable,9694
InterACT Church and Community Partnership (YSH),308,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9694
InterACT Meanwood Pantry,543.98,2024,"Beans, pulses, fish, eggs, meat and other proteins",9794
InterACT Meanwood Pantry,346.5,2024,Dairy and alternatives,9794
InterACT Meanwood Pantry,528.02,2024,Eat less often and in small amounts,9794
InterACT Meanwood Pantry,1632.9,2024,Fruit and vegetables,9794
InterACT Meanwood Pantry,440.3,2024,Not Applicable,9794
InterACT Meanwood Pantry,980,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9794
Karmand Community Centre,130.4,2024,"Beans, pulses, fish, eggs, meat and other proteins",4158
Karmand Community Centre,489.7,2024,Dairy and alternatives,4158
Karmand Community Centre,305.44,2024,Eat less often and in small amounts,4158
Karmand Community Centre,1871.2,2024,Fruit and vegetables,4158
Karmand Community Centre,247.3,2024,Not Applicable,4158
Karmand Community Centre,3,2024,Oil & Spreads,4158
Karmand Community Centre,933.1,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",4158
Kippax Ash Tree Primary School,393.44,2024,"Beans, pulses, fish, eggs, meat and other proteins",4743
Kippax Ash Tree Primary School,296.6,2024,Dairy and alternatives,4743
Kippax Ash Tree Primary School,305.81,2024,Eat less often and in small amounts,4743
Kippax Ash Tree Primary School,1205.7,2024,Fruit and vegetables,4743
Kippax Ash Tree Primary School,286.1,2024,Not Applicable,4743
Kippax Ash Tree Primary School,829.4,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",4743
Kirkstall Valley Development Trust (HH),0,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",7717
Kirkstall Valley Development Trust (KVDT) LW,328.44,2024,"Beans, pulses, fish, eggs, meat and other proteins",8020
Kirkstall Valley Development Trust (KVDT) LW,484.7,2024,Dairy and alternatives,8020
Kirkstall Valley Development Trust (KVDT) LW,467.19,2024,Eat less often and in small amounts,8020
Kirkstall Valley Development Trust (KVDT) LW,1819.2,2024,Fruit and vegetables,8020
Kirkstall Valley Development Trust (KVDT) LW,434.6,2024,Not Applicable,8020
Kirkstall Valley Development Trust (KVDT) LW,4.5,2024,Oil & Spreads,8020
Kirkstall Valley Development Trust (KVDT) LW,1015.8,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",8020
Knowleswood Primary (School Home Support),35,2024,"Beans, pulses, fish, eggs, meat and other proteins",6992
Knowleswood Primary (School Home Support),137,2024,Dairy and alternatives,6992
Knowleswood Primary (School Home Support),422.5,2024,Eat less often and in small amounts,6992
Knowleswood Primary (School Home Support),1216.2,2024,Fruit and vegetables,6992
Knowleswood Primary (School Home Support),388.7,2024,Not Applicable,6992
Knowleswood Primary (School Home Support),6,2024,Oil & Spreads,6992
Knowleswood Primary (School Home Support),1042.7,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",6992
LCC Leeds Youth Offending Service (Sweet Street),78.7,2024,"Beans, pulses, fish, eggs, meat and other proteins",1447
LCC Leeds Youth Offending Service (Sweet Street),152,2024,Dairy and alternatives,1447
LCC Leeds Youth Offending Service (Sweet Street),750.7,2024,Eat less often and in small amounts,1447
LCC Leeds Youth Offending Service (Sweet Street),199.2,2024,Fruit and vegetables,1447
LCC Leeds Youth Offending Service (Sweet Street),858.7,2024,Not Applicable,1447
LCC Leeds Youth Offending Service (Sweet Street),7.5,2024,Oil & Spreads,1447
LCC Leeds Youth Offending Service (Sweet Street),560.5,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",1447
Leeds CC Emergency Distribution Hub (YSH),0,2024,"Beans, pulses, fish, eggs, meat and other proteins",10428
Leeds CC Emergency Distribution Hub (YSH),0,2024,Eat less often and in small amounts,10428
Leeds CC Emergency Distribution Hub (YSH),0,2024,Fruit and vegetables,10428
Leeds CC Emergency Distribution Hub (YSH),0,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",10428
Leeds Mencap (Jimbo's),522.92,2024,"Beans, pulses, fish, eggs, meat and other proteins",1439
Leeds Mencap (Jimbo's),404.2,2024,Dairy and alternatives,1439
Leeds Mencap (Jimbo's),359.26,2024,Eat less often and in small amounts,1439
Leeds Mencap (Jimbo's),1594.1,2024,Fruit and vegetables,1439
Leeds Mencap (Jimbo's),232.5,2024,Not Applicable,1439
Leeds Mencap (Jimbo's),899.5,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",1439
Leeds School Fruit Collection,8.4,2024,Not Applicable,5808
Leeds United Foundation HH,4,2024,"Beans, pulses, fish, eggs, meat and other proteins",12714
Leeds United Foundation HH,36.8,2024,Dairy and alternatives,12714
Leeds United Foundation HH,16.6,2024,Eat less often and in small amounts,12714
Leeds United Foundation HH,100.7,2024,Fruit and vegetables,12714
Leeds United Foundation HH,34.6,2024,Not Applicable,12714
Leeds United Foundation HH,70.2,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",12714
Lightwaves Community Trust,603.7,2024,"Beans, pulses, fish, eggs, meat and other proteins",7191
Lightwaves Community Trust,521.2,2024,Dairy and alternatives,7191
Lightwaves Community Trust,564.59,2024,Eat less often and in small amounts,7191
Lightwaves Community Trust,1747.45,2024,Fruit and vegetables,7191
Lightwaves Community Trust,321.6,2024,Not Applicable,7191
Lightwaves Community Trust,976.38,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",7191
Little London Food Pantry (Leeds African Community Trust),159.1,2024,"Beans, pulses, fish, eggs, meat and other proteins",12464
Little London Food Pantry (Leeds African Community Trust),106,2024,Dairy and alternatives,12464
Little London Food Pantry (Leeds African Community Trust),217.6,2024,Eat less often and in small amounts,12464
Little London Food Pantry (Leeds African Community Trust),736.3,2024,Fruit and vegetables,12464
Little London Food Pantry (Leeds African Community Trust),223.5,2024,Not Applicable,12464
Little London Food Pantry (Leeds African Community Trust),3,2024,Oil & Spreads,12464
Little London Food Pantry (Leeds African Community Trust),450,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",12464
Loving Hands Outreach Team,447.2,2024,"Beans, pulses, fish, eggs, meat and other proteins",10575
Loving Hands Outreach Team,751.6,2024,Dairy and alternatives,10575
Loving Hands Outreach Team,410.5,2024,Eat less often and in small amounts,10575
Loving Hands Outreach Team,1959.3,2024,Fruit and vegetables,10575
Loving Hands Outreach Team,350.2,2024,Not Applicable,10575
Loving Hands Outreach Team,839.8,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",10575
Lower Grange Community Association,809.5,2024,"Beans, pulses, fish, eggs, meat and other proteins",5914
Lower Grange Community Association,521.9,2024,Dairy and alternatives,5914
Lower Grange Community Association,608.5,2024,Eat less often and in small amounts,5914
Lower Grange Community Association,2699.6,2024,Fruit and vegetables,5914
Lower Grange Community Association,283.2,2024,Not Applicable,5914
Lower Grange Community Association,3,2024,Oil & Spreads,5914
Lower Grange Community Association,1684.8,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",5914
Lower Grange Community Association (YSH),280.9,2024,"Beans, pulses, fish, eggs, meat and other proteins",9464
Lower Grange Community Association (YSH),168.8,2024,Eat less often and in small amounts,9464
Lower Grange Community Association (YSH),409,2024,Fruit and vegetables,9464
Lower Grange Community Association (YSH),20,2024,Not Applicable,9464
Lower Grange Community Association (YSH),422.1,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9464
LS14 Trust Pantry,1077.28,2024,"Beans, pulses, fish, eggs, meat and other proteins",3577
LS14 Trust Pantry,956.66,2024,Dairy and alternatives,3577
LS14 Trust Pantry,1085.32,2024,Eat less often and in small amounts,3577
LS14 Trust Pantry,3231.014,2024,Fruit and vegetables,3577
LS14 Trust Pantry,759.8,2024,Not Applicable,3577
LS14 Trust Pantry,1569.2,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",3577
LWSS Council support Hubs,442.8,2024,"Beans, pulses, fish, eggs, meat and other proteins",574
LWSS Council support Hubs,665.1,2024,Dairy and alternatives,574
LWSS Council support Hubs,249.5,2024,Eat less often and in small amounts,574
LWSS Council support Hubs,1837.4,2024,Fruit and vegetables,574
LWSS Council support Hubs,653.7,2024,Not Applicable,574
LWSS Council support Hubs,1.5,2024,Oil & Spreads,574
LWSS Council support Hubs,533.9,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",574
Manorfield Hall Foodbank,626.8,2024,"Beans, pulses, fish, eggs, meat and other proteins",7452
Manorfield Hall Foodbank,673.5,2024,Dairy and alternatives,7452
Manorfield Hall Foodbank,670.7,2024,Eat less often and in small amounts,7452
Manorfield Hall Foodbank,2263.4,2024,Fruit and vegetables,7452
Manorfield Hall Foodbank,424.4,2024,Not Applicable,7452
Manorfield Hall Foodbank,1418.2,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",7452
Moortown West Community Association,62.5,2024,"Beans, pulses, fish, eggs, meat and other proteins",12764
Moortown West Community Association,52.2,2024,Dairy and alternatives,12764
Moortown West Community Association,82.08,2024,Eat less often and in small amounts,12764
Moortown West Community Association,194.5,2024,Fruit and vegetables,12764
Moortown West Community Association,42.2,2024,Not Applicable,12764
Moortown West Community Association,144,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",12764
NACRO College (Leeds),1167.22,2024,"Beans, pulses, fish, eggs, meat and other proteins",12015
NACRO College (Leeds),413.5,2024,Dairy and alternatives,12015
NACRO College (Leeds),591.4,2024,Eat less often and in small amounts,12015
NACRO College (Leeds),1733.982,2024,Fruit and vegetables,12015
NACRO College (Leeds),275.5,2024,Not Applicable,12015
NACRO College (Leeds),954.95,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",12015
Nerukas Soul Food Kitchen,112.4,2024,"Beans, pulses, fish, eggs, meat and other proteins",1444
Nerukas Soul Food Kitchen,220.9,2024,Dairy and alternatives,1444
Nerukas Soul Food Kitchen,469.11,2024,Eat less often and in small amounts,1444
Nerukas Soul Food Kitchen,1628.2,2024,Fruit and vegetables,1444
Nerukas Soul Food Kitchen,501,2024,Not Applicable,1444
Nerukas Soul Food Kitchen,1.5,2024,Oil & Spreads,1444
Nerukas Soul Food Kitchen,1095.3,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",1444
New Wortley Com Centre,566.9,2024,"Beans, pulses, fish, eggs, meat and other proteins",2966
New Wortley Com Centre,577.9,2024,Dairy and alternatives,2966
New Wortley Com Centre,684.28,2024,Eat less often and in small amounts,2966
New Wortley Com Centre,1850.8,2024,Fruit and vegetables,2966
New Wortley Com Centre,575.48,2024,Not Applicable,2966
New Wortley Com Centre,3,2024,Oil & Spreads,2966
New Wortley Com Centre,1208.5,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",2966
Newsome High School Youth Club,342.7,2024,"Beans, pulses, fish, eggs, meat and other proteins",5735
Newsome High School Youth Club,345.9,2024,Dairy and alternatives,5735
Newsome High School Youth Club,314.11,2024,Eat less often and in small amounts,5735
Newsome High School Youth Club,1077.5,2024,Fruit and vegetables,5735
Newsome High School Youth Club,255.6,2024,Not Applicable,5735
Newsome High School Youth Club,766.7,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",5735
NIGERIAN YORKSHIRE COMMUNITIES NETWORK UK CIC,128.1,2024,"Beans, pulses, fish, eggs, meat and other proteins",11954
NIGERIAN YORKSHIRE COMMUNITIES NETWORK UK CIC,225.2,2024,Dairy and alternatives,11954
NIGERIAN YORKSHIRE COMMUNITIES NETWORK UK CIC,291.1,2024,Eat less often and in small amounts,11954
NIGERIAN YORKSHIRE COMMUNITIES NETWORK UK CIC,573.4,2024,Fruit and vegetables,11954
NIGERIAN YORKSHIRE COMMUNITIES NETWORK UK CIC,253.2,2024,Not Applicable,11954
NIGERIAN YORKSHIRE COMMUNITIES NETWORK UK CIC,411.6,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",11954
Nik Niks Bizzy Bees,580.8,2024,"Beans, pulses, fish, eggs, meat and other proteins",6171
Nik Niks Bizzy Bees,556.6,2024,Dairy and alternatives,6171
Nik Niks Bizzy Bees,538.42,2024,Eat less often and in small amounts,6171
Nik Niks Bizzy Bees,1786.85,2024,Fruit and vegetables,6171
Nik Niks Bizzy Bees,195.4,2024,Not Applicable,6171
Nik Niks Bizzy Bees,1075.4,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",6171
Nik Nik's Bizzy Bees (YSH),277.7,2024,"Beans, pulses, fish, eggs, meat and other proteins",8694
Nik Nik's Bizzy Bees (YSH),233,2024,Eat less often and in small amounts,8694
Nik Nik's Bizzy Bees (YSH),523.514,2024,Fruit and vegetables,8694
Nik Nik's Bizzy Bees (YSH),38.8,2024,Not Applicable,8694
Nik Nik's Bizzy Bees (YSH),375,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",8694
Noah's Ark Money Advice Service (Food Hub),766.45,2024,"Beans, pulses, fish, eggs, meat and other proteins",7014
Noah's Ark Money Advice Service (Food Hub),407.65,2024,Dairy and alternatives,7014
Noah's Ark Money Advice Service (Food Hub),621.16,2024,Eat less often and in small amounts,7014
Noah's Ark Money Advice Service (Food Hub),2136.2,2024,Fruit and vegetables,7014
Noah's Ark Money Advice Service (Food Hub),577.1,2024,Not Applicable,7014
Noah's Ark Money Advice Service (Food Hub),1233.52,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",7014
Oblong Ltd Community Care Hub,241.2,2024,"Beans, pulses, fish, eggs, meat and other proteins",12402
Oblong Ltd Community Care Hub,362.1,2024,Dairy and alternatives,12402
Oblong Ltd Community Care Hub,377.86,2024,Eat less often and in small amounts,12402
Oblong Ltd Community Care Hub,1560.9,2024,Fruit and vegetables,12402
Oblong Ltd Community Care Hub,495.1,2024,Not Applicable,12402
Oblong Ltd Community Care Hub,3,2024,Oil & Spreads,12402
Oblong Ltd Community Care Hub,925.1,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",12402
Otley 2030 Community Larder,287.2,2024,"Beans, pulses, fish, eggs, meat and other proteins",12476
Otley 2030 Community Larder,303.3,2024,Dairy and alternatives,12476
Otley 2030 Community Larder,234.12,2024,Eat less often and in small amounts,12476
Otley 2030 Community Larder,1356.2,2024,Fruit and vegetables,12476
Otley 2030 Community Larder,291.5,2024,Not Applicable,12476
Otley 2030 Community Larder,4.5,2024,Oil & Spreads,12476
Otley 2030 Community Larder,541.4,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",12476
Overthorpe Academy CofE,138.4,2024,"Beans, pulses, fish, eggs, meat and other proteins",5877
Overthorpe Academy CofE,166.1,2024,Dairy and alternatives,5877
Overthorpe Academy CofE,168.5,2024,Eat less often and in small amounts,5877
Overthorpe Academy CofE,559.5,2024,Fruit and vegetables,5877
Overthorpe Academy CofE,50,2024,Not Applicable,5877
Overthorpe Academy CofE,344.1,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",5877
PAFRAS,100.7,2024,"Beans, pulses, fish, eggs, meat and other proteins",2724
PAFRAS,193.6,2024,Dairy and alternatives,2724
PAFRAS,452.19,2024,Eat less often and in small amounts,2724
